"CommentID","AuthorChannelID","AuthorDisplayName","Comment","PublishedAt"
"UgzRiAEFrUtDzde18oV4AaABAg","UCChIp0PDzUFC5yJ3_GaJodQ","Alex_Tori11 Alex_Tori11","Awww love you guys",2020-08-06 03:26:47
"UgydS8XKqVrxI1GqmtV4AaABAg","UC91ITbzaTWvuJDIx967anqw","Greeneyesluvsu","Hi guys this is the first Video I saw..Hmm like 4 days ago. I didn't even know you guys Were here...I loved it..Better late then never..❤..Blessings..",2020-08-05 22:31:01
"UgxXjg-yBGouRpn5Y754AaABAg","UCX1X3Xsy1NZuS7qwtT5QGGw","junior Meerzorg","New intro",2020-08-05 19:56:45
"UgzjHnobGV3Wa9eTxQN4AaABAg","UCEogF93A1k9jjcJaADIvuRw","Millies Vids","People need to stop hating on them they do whats right for the family( my opinion)",2020-08-05 14:49:06
"UgyksCiUlk1bXlnaSlJ4AaABAg","UCFXEvOB6g8geVE3H1J0KuKA","Polina Nikitina","Поздравляю!",2020-08-05 14:20:24
"UgwcNkuftKpiWcMoFBZ4AaABAg","UCUS2GwfPK1ZtVye-XSICrFQ","Rebecca Stanley","Yessssssssssssssss",2020-08-05 09:54:03
"UgzgAK6oQK_5_96xKr94AaABAg","UC3dfwxDNsKPhWx7Z0zHlepg","Aishwarya Yadav","U are blessed with such a cute 2 little princess.. Then why u were wishing to have a baby boy?",2020-08-05 09:53:12
"UgzuLyuSAi-aYD5XrbV4AaABAg","UCA4tNfiSz1TutXlMkl5oekQ","Melissa Anter","THAT IS SO WERID",2020-08-05 08:26:41
"UgzT9NWr3uvmB3N128F4AaABAg","UCEDPeFsZhaeu-fa09T758nA","Karra Hammett","Watched austin squeeze the tears right before his son came out just to look at the camera and wipe them away. Way to be in the moment dad. Fame can ruin people. Case in point this self absorbed dude",2020-08-05 06:47:51
"UgzuSWXKxc8ycydpW8Z4AaABAg","UC7mjXg_c4AYUUTWv5DeZTCQ","Madisyn Hunt","They should literally named the baby ACE",2020-08-05 05:19:35
"Ugw74oiC-MNaLwgxPjx4AaABAg","UCcynFaUnjEi6jqvnNIk2JpA","Clavel Cruz","That was really fast But She really true a lot of Pain🥴Catherine such a strong Woman❤️",2020-08-04 18:15:56
"Ugybu3mGlJ2YmzYiL954AaABAg","UCrth4PRv4jmsRE3poLri_IQ","Vivian Adajie","Congratulations to you both, welcome baby steel",2020-08-04 17:31:14
"UgwYf-A0xWQ3j-wqmnV4AaABAg","UCYd6UbiGaZLGIckRVJqgGjQ","vitezkoja321","That pus*y must look destroyed lol",2020-08-04 17:11:23
"UgwAqMKEzq6or9g8twt4AaABAg","UCrb7Hr3d5zSoY7hgYfyNH8w","Bernadette Rooi","When he cried.
I felt it too.",2020-08-04 16:23:10
"UgxfM-j-jXiAj2Eyh1B4AaABAg","UCrsEhN13hUrX7O8VTQMX-Pg","Izabella Aguirre","imagine having a whole child just for clout",2020-08-04 02:59:01
"Ugymx7DPuyZdwwL9oLV4AaABAg","UCdZ0q-Sa2HoabwtzSTnfMgQ","Maka ;-;","Hold up he said “your going to have three kids and the youngest is a boy” I MEAN HE NOT LIEING.",2020-08-03 23:22:15
"UgyhIpaX4jxg9mICT2d4AaABAg","UC9vULZ7bWNR_HJLytVp2g6w","marisol miranda","The fact that Austin had to squeeze those tears out lmfao",2020-08-03 23:18:54
"UgxxvU0p23pSDfg6Yc94AaABAg","UCBq56400TxQZciKuv4IcP-Q","ritika bhardwaj","Who else is crying at the end.... 😭 that was beautiful",2020-08-03 18:23:03
"UgxKzbyYzSmLNVNwtd14AaABAg","UC3sNd1sbpZ0ul_dR228Rmaw","Tiffiann Haynes","This is my first video of this couple on  YouTube I'm watching and while reading the comments about Austin not holding his wife's hand and he keeps vlogging even though she's in pain BITCH HOW MANY OF YOU EVER HAD YOUR MAN RIGHT BESIDE YOU IN A HOSPITAL WHEN YOURE READY TO GIVE BIRTH TO HIS CHILD you cant say stop judging it's not like Catherine's dying and he's vlogging you bitches need serious help like dang!!! They have nurses and a capable midwife there to help his wife as you can see soon as the baby was born he dropped the camera and another thing is the whole motherfucking time you can see the anxiety in his face he's nervous and pretty much excited. I think you guys are haters and need help!!!!😁😁 ps. I SAID WHAT I SAID !",2020-08-03 11:12:16
"UgxW7QpEZB5BODyfql54AaABAg","UCnc8G5bMGQ5ENhU-HuEHz0g","Molnar Krisztian","Y'all made me cry take care of the baby stay safe ace family",2020-08-03 00:40:07
"Ugz2UfLSGcBN1rNOrOJ4AaABAg","UCD7sJC9L0Kze0HSq3XwHoqg","Michelle Kanz","I think this comments are so Negative and ugly to read. Did you all think about it that this video ist filmed because they wanted to share this ? You bitches acting like you asked Catherine if this is okay how he is Acting 😂 you dont even know how she is thinking and feeling about this . I probably think she is fine with austin making this whole video because she want to share this too . Austin is not a bad person just because he dont wanna see whats going on down there by his wife. Many people cant see this because this is Traumatizing for them. Thats why he is just trying to look away 😂 not because he is only care about himself and making a Video . That also doesnt mean he is a bad father or he doesnt care about his wife . Hes there and holding her Head and saying that she got this. I wish someday i have a man like him. 
Like you people find every shit to Hate about them. I bet if this video wouldnt be exist. You would hate about that too . I hate humans. Is your life really that boring that you must say bad things about other people just too feel better about yourself ? 
Omg go away with this bad vibez , ugly as hell",2020-08-02 21:08:45
"UgyHz2fGtgbipzKDqNp4AaABAg","UCg2Yvu_z2aUOyu9Z9tl8nPQ","Jae Jae","I'm so happy for you guys 😍 love at first sight",2020-08-02 19:38:18
"UgxfA_4cVv0XY4OCAZF4AaABAg","UCACSCtYA0my4_rtSX2FZo7w","the sisters","Aww",2020-08-02 18:45:38
"UgzzfAGJRR0kLS90llx4AaABAg","UCnDFldn4oN7e9hpIfXUswlQ","Lily Goodge","Omg",2020-08-02 14:20:44
"UgxR5QeA4Ky2ufmSVHR4AaABAg","UCeNZzGh0h0-eYnkTQciXPKw","Marley Paul 692","Awww and his sisters tho their so cute😍🥰",2020-08-02 13:15:25
"UgylOE38rKgPpvdWudZ4AaABAg","UCeNZzGh0h0-eYnkTQciXPKw","Marley Paul 692","Awww his so adorable 😍🥰",2020-08-02 13:14:26
"Ugxr2WZYR0SG1smGkd14AaABAg","UCTcfuv9geZKiuQfv3odyHlQ","ابو حيدر العبادي","مبروك",2020-08-02 10:45:33
"UgxKeHdpzbeGAKcz2xB4AaABAg","UCZEnJZexRbL_LizH15YWVUQ","Elvia Moran","felicitaciones  por  su  v
bebe",2020-08-02 03:13:43
"UgzLFS-7yQ6r8rMB3Xl4AaABAg","UCtTeFZJ4wSlzHD1mq89njyA","Rochelle Senwana","This made me cry it was soooooooooo beautiful omg 😭❤❤❤ I love this so much and I love the lady that helps you and this is just.... wow ....beautiful amazing😭❤😘💞I send lots of love",2020-08-02 01:10:57
"UgzYwDgpCxUQcQgeM454AaABAg","UCZMbijznI27IXIuDKkJVzrw","Kaydince Thoms","Austin acting like he the one giving birth breathin all hard like that😂😂",2020-08-01 17:37:13
"Ugwlu5B4oZoB_xC8BWR4AaABAg","UC0csIarNk6GYC_BRPuf0otQ","kaghor lawrence","Please if you like the ROYALTY Family and the ace family and you like royalty family more than the ace family please unsubscribe from there page because they abused Milan, the royalty family baby. Please whach the video from shkde Jacobs and unsubscribe.
 I can't explain much please watch the video and give it big tumsup. ROYALTY FOR LIFE!!!!!😎😎💓💞🤴👸",2020-08-01 14:42:33
"UgxC4mW1WhAndiVDHJx4AaABAg","UCAtUJXSa-i3j9vcZhyE5CUw","Alysia Uribe","I just had baby number 6 and there is nothing like having your husband by your side threw it all",2020-08-01 14:07:19
"Ugziqa62JNMvOccufiV4AaABAg","UCdlMM9T9Osm2-0hNbPFZGJg","Melyssa M","Beautiful baby boy!!",2020-08-01 12:27:47
"UgxAQiQed2r-D5PNnlV4AaABAg","UC4M64Oa79tFIPQSIw3YY1lA","Epiffany cutie pie","Catherine: oh my god thank u when she heard shes having a boy",2020-08-01 01:33:27
"UgwkduXydbNReDPW3yZ4AaABAg","UCGcXSMjjpTkr4v7dWx3rrhw","Chandler Grimes","Come on girl you got this honey breathe and push come on push you got this",2020-08-01 01:05:01
"Ugxms7EYFukGevi3fmt4AaABAg","UCUBMYWKY33wMsbsrK9ey_4A","nasreen Akhtar","CATHERINE IS SUCH A STRONG MOTHER!❤",2020-07-31 23:00:20
"Ugzq-hak-hsco-bU-V54AaABAg","UCV2y25rV1ResUsdor2O0AvQ","Family Addiction","I forgot about ya'll congratulations",2020-07-31 21:58:47
"UgxE59CpkuaqIbzaaah4AaABAg","UCMo-C6XDCLw4ydH4X8HQ0Qg","William Geary","The very best to your family always.  God bless and congratulations!",2020-07-31 11:16:37
"Ugwhxo2djnQivpGakyh4AaABAg","UCiIxMUKXybPoQ2xsawHcqfA","Sleep Queen","Compare this birth vlog with Savannah and Cole’s.",2020-07-31 06:45:44
"Ugz3O1pYTmaJuYfZC9l4AaABAg","UCQHM-8hI1aZWGHS_fW-dgcw","Sammii J","Get the name of that Psychic. I need to talk to them",2020-07-31 05:41:39
"Ugz4hk4GE1a39ynMNW54AaABAg","UCJ1HtHwIoPIfOzw2maZuzyA","Noor M","13:45",2020-07-31 04:18:44
"Ugwt2Ci6FqHNIT5SeTF4AaABAg","UCFQ58Ex3DnfPuXN6zOneL7w","Year Of 2020 Madness","I cant Believe she had another baby with this guy.",2020-07-31 04:00:11
"UgzrrhGrhNAcc4h41z54AaABAg","UCT9J9L1onoaOzV3UF53bNtw","yams_.","Is anyone not talking about none of them are wearing a mask??The only reason I’m on ace family is to see what the boy looks like",2020-07-31 00:35:06
"UgwTk8GA-osrWPtPRep4AaABAg","UCoWZsaM-5kBV5Nhbai8Eg9g","THE WOLF","U",2020-07-31 00:05:11
"Ugy3IkBEIKq_C6aebSN4AaABAg","UCWSqYP1HOrj-pwt-YSaD53w","Blessing Promise","Have been watching ever since but never subscribed. I just did subscribe watching the part where he ran out knelt down and thank God.3:29 down",2020-07-30 22:33:36
"UgyNJP_7BZg6URHj1oN4AaABAg","UCLSDqUeNRYh7WIYSF4hi7cQ","Mati Lorca","Play Roblox it’s the best",2020-07-30 18:06:56
"UgwEx6etgHGkeUfjaep4AaABAg","UCsjKYLBbrXyIbJuZ7Ipyw5g","Potato_peeler Tindall","no❤️",2020-07-30 10:06:52
"UgzikaqQj6pctvgMr0R4AaABAg","UCXmNqnnop90SG4qDEEWZpLQ","Braylon Brown","Awwww🖤🖤🖤🖤🖤🖤",2020-07-30 06:40:20
"UgzEIMefMdbsnkc_-Ap4AaABAg","UCXmNqnnop90SG4qDEEWZpLQ","Braylon Brown","Omg I am cryyyinggg",2020-07-30 06:37:55
"Ugyk7REx9fzWyNQquXp4AaABAg","UCxiOOlszxxLMfpT5qckIJ7g","The Gay Bestfriend","Ok,but..
P u t-
T h e-
D a m n-
C a m e r a-
A w a y-",2020-07-30 04:14:45
"Ugz0gvI427Bo-jIyG994AaABAg","UCAydnLjDDbfkuYe0TEmjIPw","Keyprincess","This family has come such a long way, I love you guys so much you have been like a second family to me ever since the beginning.<3",2020-07-30 03:56:30
"UgwMX48UxjvmYgnG0pZ4AaABAg","UCvFA5M7Dr82e7QcvjOYL_Zg","L Marshell","Who is still a fan of this creep after he slapped his baby on her butt and looked at it like he was slapping his wife butt????",2020-07-30 01:04:39
"Ugw4eZtllJUlUCLDu4J4AaABAg","UCvFA5M7Dr82e7QcvjOYL_Zg","L Marshell","Catherine keep having this gay man babies...🌈🌈🌈🌈",2020-07-30 01:04:06
"UgxJvlfrn_H3yFKCV714AaABAg","UCKU2ebXZhySOU6w4rYXqRWQ","Fern Cardenas","Austin LOL you’re making me bust laugh 😂 you got this bro lmao",2020-07-29 22:56:35
"Ugw1ZVEzgcDGmptsRrV4AaABAg","UC4QRmL_IF5bnDUdGou02W-A","muna mohamed","they had another baby LMFNSKAKSJJ",2020-07-29 20:25:08
"UgzY0EvsPn-fmpeRieJ4AaABAg","UCoye6tD6K0JTggjYs3YXpdQ","D I A M O N D","How many damn babys yall gonna have yall other kids aint even past toddler stage yet",2020-07-29 19:31:41
"UgzmFO1Tp8v_sj7dbXl4AaABAg","UCoKALy1IUbFfFotY1GqHJzg","Levant Today","The royalty family Is better",2020-07-29 18:38:32
"Ugy30b4JdJ5dJgTQ9QZ4AaABAg","UC_kyi9Uf7W8afO_MsiVWsGg","nahry ruonh","Austin cheated on Catherine",2020-07-29 13:39:41
"UgzxRIRe4KHvEL1CUAF4AaABAg","UCyLHTeG5W1j5Z-A6S1krDMg","Mahibah","Why didn't the baby cry",2020-07-29 13:23:28
"UgyIpYg_plAwiuMfKxB4AaABAg","UCCHqa98ZWPlX6v3d5R2iRtQ","ᴄᴀᴘᴛᴀɪɴ ᴄʟᴀʀɪᴛʏ","He FINALLY put the camera down, after the ENTIRE TIME SHE WAS GIVING BIRTH, when the baby came out bruh like..wtf you waiting for? COMFORT HER!",2020-07-29 08:47:32
"UgzJVLZsQogFAo618Nx4AaABAg","UCrRP1uBLQ-K3fLTd8lyhfoQ","Gabriel Torres","Really im a fan but i saw in one part i saw catherine half of her boob",2020-07-29 04:19:20
"UgxdAHAgY9p1TDXjgel4AaABAg","UC_HGGi-pKv7c4kg1BwwH7zg","Janylah Thomas","C",2020-07-29 04:01:52
"Ugxt0CAsPW6EGiS8gA14AaABAg","UC_jFQkkr7RtXhhHm7NBXtag","Dixïa","The docter prolly watching dis like:👁👄👁",2020-07-29 03:49:44
"UgwoFBqDf9LeN-1DQAZ4AaABAg","UCgfWAcp0rV7Zf9Lk0Cp_o_Q","marísa noelle","men don’t deserve women",2020-07-29 00:03:04
"UgzJ5ziqGebKDb1M89Z4AaABAg","UCUxAVGXlZCPuxvzhayYy6KQ","OG_Cynthia","I didnt get an epidural with any of my kids. Worse pain ever but once your baby is out you forget about all that pain.",2020-07-28 22:39:48
"Ugy6-mpAEbBde_850714AaABAg","UCw7UUb7TMuhs5kkLoazyeFA","Lady Bug","And look how the camera is mainly on his face ,stop licking your lips man ,dogs do that all day gross",2020-07-28 20:06:02
"UgyXfLzl4igiK96DRnd4AaABAg","UCw7UUb7TMuhs5kkLoazyeFA","Lady Bug","I'd be so sad if mmy husband was focused on holding the camera and not my hand which he did hold my hand through  all our babies",2020-07-28 20:03:45
"Ugw3-2_6TzKprj74r4F4AaABAg","UCw7UUb7TMuhs5kkLoazyeFA","Lady Bug","So dramatic this guy",2020-07-28 20:00:19
"UgwzqA1s7S0zNyVmLj54AaABAg","UChwDow8qgXQl5HXWf5R_L-A","Moritz Family","E oh so cute",2020-07-28 19:36:10
"Ugz9ioNrFBNub3gyIw54AaABAg","UCALya1kMza0CA1Z9a2qGQYw","Stacey Vincek’greene","Can you tell me what music are you listening to in the episodes where she’s in labor and when she’s giving birth. Like when you’re driving in the car on the way to the hospital and when you’re in the hospital and she’s giving birth. It’s really my love it’s obviously very autotune but hip-hop or R&B I can’t tail I’m not really into it but I liked it. So if you could really tell me what it was I would Be very very happy. And by the way congratulations on your beautiful family God bless you both & ur  beautiful family🌸💖🙏🏼",2020-07-28 16:41:14
"Ugz1jGMlsFxVYNLZEm54AaABAg","UCaBHP7QZmCAf3Hc47AxEkVw","Laurina Osei","I have the feeling that she is pregnant every week😂",2020-07-28 16:15:48
"UgxBKhxdfi_xJMqXX9R4AaABAg","UCeTkTYhBP2wX7PqrLBKeQ6A","Miguel Galvan","Hi my name is areli .",2020-07-28 15:02:53
"Ugx_JKV3hNT0YCgHPjR4AaABAg","UCar31Jj-Q7SHzo-qUmRbaEg","Franklyn Adderley","Ryan Getzlaf your first birth of your son and watching it now a surprise surprise",2020-07-28 14:59:22
"UgwGCZbejs9mqtUn8a14AaABAg","UCySuaOriBXbvnMsoHO21xbQ","Ika Endah","Im SOOO proud of you catherine & austin congrats you have a baby boyyyy🤗🤗🤗👦👦",2020-07-28 03:51:02
"UgwE63HwXr-SYkzS0lp4AaABAg","UCny7KrELnZyB3DHMZWYjPOA","Tee Spillz","Austin is trash. Like wtf this is why i can’t watch them anymore.",2020-07-28 02:04:17
"UgydU5vB0PzBQnfClDB4AaABAg","UCMeECMGDoRTGzEnwpnZvjCQ","Tayla Parris","The video where they find out the gender always gives me chills🥺its such a heartwarming video💗",2020-07-27 23:22:53
"UgwLJLnduDu6vra2ykR4AaABAg","UCWcJdShhfGqnSPFMAWXBstQ","BlackBarbie Ke","Ugly girly ass hell I wanna see her ion wanna know what you look like my experience with her, and you aint even recording her how she's acting guess she did get an epidural... shit she the one having a baby. Pointless ass video",2020-07-27 18:12:59
"UgzQv363Ee2EwsBFsFB4AaABAg","UCxWl95iraOddp0qQjY2J9oA","rsarin18","He probably didn't want to do the delivery because he couldn't hold the camera while doing it",2020-07-27 15:35:46
"UgzBv8b1knHk0apsy5F4AaABAg","UCH_t1BqUHt5tvwWMpOMotqw","Elley","Fucking hell, poor catherine watching back over this. This is barely a birthing vlog. This guy is fucking terrible.",2020-07-27 09:00:44
"UgwjKV0WKSaBGTO9pf54AaABAg","UCiPlwEG_nPt0MdEjDGOWWNA","Lovey World","Hi",2020-07-27 04:43:47
"UgyYMHgDNCQFSu7hPF54AaABAg","UCiEjpmORsmhrFhhEckY2s5Q","Michelle K","He could have used a freaking tripod in a good angle so his wife wouldn’t get exposed sand he could actually be in the moment of his son arriving and his wife being a badass... 
I felt uncomfortable and sorry for Katherine",2020-07-27 03:14:24
"UgyBJ7B0xQfQ4mgS4W54AaABAg","UCgkjhITES0OZruiTaZMjdiw","Jada Smith","A boy",2020-07-26 17:45:38
"Ugx3lflxOB8tbsT2Kup4AaABAg","UCuD54S91AB26iHevzW78TTw","har D","Please anyone can tell me the name of the intro song.......",2020-07-26 15:30:58
"UgwSs7AeB1lnOhqKFcR4AaABAg","UCxdCsNrs1U0Ueb2r-GSzJvw","Felicia Durant","Your babyboy is so cute i'll be the big sister to steel",2020-07-26 15:13:30
"UgwZEclJB5bsjlOUny14AaABAg","UCko538voimdQLki2bqgGAFw","Extraordinary Mama","Put the camara down and hold her hand.",2020-07-26 14:58:47
"UgymRxb1_bDogOzr7IR4AaABAg","UCVOKzDCxSzVtC_VyZknMHFA","Jaila_queen_gang Jec","He was born right next to my birthday",2020-07-26 13:00:26
"Ugz9xJaBZIoh5ARr6AZ4AaABAg","UCW4_hpqLRPC4DPbClKxR-Bw","Katie Wright","As a Brit this is so odd. Labour is painful. Yet she’s like chill! I assume she’s had an epidural? That’s less a thing here. You’re expected to feel labour to push. But hell..... it hurts. This looks easy!",2020-07-26 08:29:09
"Ugw1Tx0cRlMQtbOwTdx4AaABAg","UCLV8HUbNPcOlreRIs-CC75w","YoBoy Wolfey","wow you just gonna put us down on the floor wow",2020-07-26 05:50:56
"UgwAYui8YoQenh8qkf14AaABAg","UC2TCXaJl9rO0-S-2m2XZvHA","mariela gonzalez","November 29 is my birthday and the day y’all found out about the gender awww 🥰",2020-07-26 01:14:24
"UgxARSVAWFLq7kLilt14AaABAg","UCQUzhzoSsNEENWjwScgsXpw","Sultan Mohammed Yaseen Shazad.","Cute",2020-07-26 01:02:46
"UgzUKc3pEobPQRPbYfp4AaABAg","UCeqPkvo6japnMN_ADyCEeaw","sophies life","Like I get it if u show this to hem in ten years and be like oh this was special and stuff but ur not like pay attention to her Honesty you do not deserve her your just standing there and you cheat on her 😡 like stop using her body if you wanna have kids then stop cheating obviously you don't love her enough I fell like all you think about is the money and the vewis ur reactions are so fake like just stop  😠 please don't hate on me I'm just saying and im sure many people can agree",2020-07-26 00:31:00
"Ugw2KiB52t4vaRaJ_kV4AaABAg","UCRJ7kxz8Sg_ORNC_P7hs8zA","Smiley Poo","Me in the beginning when she said about the psychic 🤯😲",2020-07-26 00:26:27
"UgxKhD1-abZBOQoPpFF4AaABAg","UCOSZzUA8XCTu_ceUy_JKeRw","Gloria Parker","I wonder if Austin thought like one time when they were about to give birth to steel if it was like contractions but then when they got to the doctor it was Braxton Hicksor elle",2020-07-25 20:09:09
"UgxHbft9U-CqQVRiBgV4AaABAg","UCOSZzUA8XCTu_ceUy_JKeRw","Gloria Parker","Omg even when she is crying she is still stunning",2020-07-25 20:04:51
"UgxOK2c2PxtihBDny6N4AaABAg","UCcJGxkUU9xL782anaEmi6sw","Lilly Spradley","He’s so cute",2020-07-25 18:21:51
"UgxP7gOYK1pCGCbaBGV4AaABAg","UCwEa2JhwAUO090pZQ6A6-3w","Flaze","Hi",2020-07-25 10:08:56
"UgwH2eh6D4dDwV-hiJl4AaABAg","UCBsnycRSroWhVYpDs6dj8CA","Friends forever Holly,Ruby & Hailey","At 13:45 you can see her boobie",2020-07-25 09:58:16
"UgxLyl8pA2k7rxDn2ZB4AaABAg","UCh-55QhaL1rgXnTJfnHoLRw","DiWayne","Damn I’m sitting in my almost crying Just wondering as soon as I make it with music fatherhood I’m ready ready really happy to this couple win puts I smile on everybody face God’s plan 💜💜",2020-07-25 08:41:13
"UgyoeUuo1qtwAJmDadl4AaABAg","UCYMtF-ImxuAl0SBitUFKW8A","nina redfern","done",2020-07-24 23:29:09
"UgwmHW1vE_LbJSKCov14AaABAg","UCgL6s5MVXSn0FBk_Nqz1b2A","Lexi Gonzalez","Who else saw her nipple",2020-07-24 21:00:34
"UgzykR7fZmSYpNYwy5h4AaABAg","UCwKga2o4-GgIPITrq0NQr0A","Sosa","fuck yall and ace family",2020-07-24 19:04:42
"UgxoSNSCu0-SON3XNSV4AaABAg","UCp3wWeQ8Cw6dsJM37-xMoLw","Princess Emily",",njbm hug",2020-07-24 15:43:56
"Ugy_8467kyrxmffhdld4AaABAg","UC6Buhx8GggXlz_bMH1tlSvQ","Shania Kay","I don't know Austin...i don't know.  I mean something is wrong with you :/",2020-07-24 14:36:44
"Ugx_5WaqWG6Qq1SKAcZ4AaABAg","UCvjXIst7sXmfrhF0CLp2kkg","Ebony '","He need to put that damn phone down😕.",2020-07-24 08:53:57
"Ugz7LzBan3kAqgnfyml4AaABAg","UCXAdjxhFVN2MaKE4jGAtk7A","Candace Richardson","I think that’s how he handles being nervous.",2020-07-24 08:21:07
"UgyNInVciU7yM5R5x0x4AaABAg","UCWDN7JVAtyViNNzOvzM7M7w","Shay Broderick","every video when they post the labor video in the first part of the video I love how they create there videos before the labor everytime it just makes me cry I'm so happy for you guys 🥺🥺❤",2020-07-24 06:30:29
"UgwZ1yNSL5Y_8jS7XHZ4AaABAg","UC9viYES3n9oSu4OQoTdcacA","red blood","STEEL MY BROOM",2020-07-24 06:29:19
"Ugxho1SvUmwCdRPi8o94AaABAg","UCFm-PwZPZLvf0BEegQdqjZw","Madison Sanele","Omg Steel is 1 month!! I'm watching this video one month later!!!!!",2020-07-24 04:37:16
"UgywDV8eMMkJ4cNU_vx4AaABAg","UCSFk0vTWiipFWBCFHIakWaw","jennifer olivas aguilar","no one gonna talk about her whole nipple being out !!?! 13:45",2020-07-24 02:56:06
"Ugw0RoVrVwMGMGH84ml4AaABAg","UCKdrnfmbH1rmd1SMr4rxgkQ","Lewis Williams","Plsss anserw me what's ur number I don't see it",2020-07-23 16:53:25
"Ugw6Sq60x3h8R_CsVA54AaABAg","UC3plGktd9bEwRqxgu3XAazw","george shadokpam","I already cried at 13:50",2020-07-23 10:01:55
"UgyX8xEDlhzw9OC4NmB4AaABAg","UC1IILD3zRDEkIQfJajF1Pcw","Ashley Elizabeth","Wow I cried watching this! This is such a beautiful moment of life! God bless your beautiful family! I remember this day with my son like it was yesterday and I miss it and would do anything for this day again!!!! Congrats y’all!",2020-07-23 07:24:00
"UgzTiDVUxqSxDFaJ6L94AaABAg","UCzkH6bSVtymafPoSMunuUvQ","Chantelle Clarke","His reactions are so fake??? Like the “woo” breathing. Dude needs acting lessons. He just thinking about that pay cheque from this video.",2020-07-23 06:29:02
"UgzcrgurcU4nYo5K2tl4AaABAg","UCp2hI_zgNnlP3s3eqPRdcTw","Valery R.","This made me cry a lil🥺 Catherine is a strong women",2020-07-22 22:54:45
"UgwCU4dSGFmRoy7820N4AaABAg","UCyAi2zMd5BB8S0IGTRZca_Q","Steven Mateo","Nip Slip at 13:44",2020-07-22 20:01:35
"Ugzw-MlmUfp8fe2qbR54AaABAg","UCrMpaMEglB7a0MIHxdSWAWg","Alowell South","Much L.O.V.E ❤️",2020-07-22 17:16:53
"Ugz2efqrbiZ6ogSWvbV4AaABAg","UCsRx5PVip_y-ENs3NIDbDuw","Jasemin Ehsan","bruh this wife is every month pregnant lmao 😂😂😂",2020-07-22 17:03:22
"Ugz42h9eoU4tVc2DxWt4AaABAg","UC5HrruXpuyeR04rnbPSXHxQ","BTS Army ♡","13:45",2020-07-22 13:15:20
"UgxnLvNUKJPNz7reSk14AaABAg","UCdad8ISWtUTrYO_eH_s43_Q","Skye Mills","❤️❤️",2020-07-22 13:06:36
"UgwvTrlM1rktrwfu7Gp4AaABAg","UCJoUHeuWaE0FU0Zml48xU1A","I'M TIRED","For the people that are going after Austin there was nothing at all he could have done. And you guys say ""hold her hand and comfort her"" he cant because if you haven't notice Catherine is holding her legs up and he was hyping her up and everything. And also for the people who say he is just ""staring at himself while his wife is in pain"" like he said in the beginning its hard for him to watch his wife be pain without him being able to help. He did nothing wrong.",2020-07-22 08:43:22
"UgxyhXfHn5gNqXzdU-Z4AaABAg","UCCjQSavNCWy0PayJp9OixWQ","oken xo","Eсть русские????",2020-07-22 05:09:21
"Ugzvp7dQlMKhPLHqekB4AaABAg","UC_6Lj49QEf73JVUymlL2YEw","jennifer hernandez","If your not here to talk nicely then leave peace out also think positive not negative 😗✌️",2020-07-22 04:00:21
"UgxL6cTOpnWeiIqL3Zp4AaABAg","UCi93xOrfUX8_da7kcrmtN7w","gssik1234","Austin shoud be cutt off from this video seriously",2020-07-22 01:25:27
"UgwuP7xGcmZxDVDJLqx4AaABAg","UCtwJ40_3QtMeeZjaQIw6juQ","Gabby Pieczynski","I “love” how he was like push push push but looking at himself the whole time",2020-07-22 00:49:09
"UgwWKYiLNktNJaNQ13t4AaABAg","UC30HyF_aGlm8DzhmMGOdA-g","Omar Mendoza","Ew",2020-07-21 23:35:35
"UgyyWN3s7xCxeU_kcMZ4AaABAg","UCbUYgKK8OGUiMQxlv_6jZEQ","Brooklyn Winning","I wish I were pregnant so bad. I’ve been trying for over a year and I’m devastated and stuck in a loop",2020-07-21 22:07:08
"UgyItqmxespGlZ6voWZ4AaABAg","UCayG0zeO367cXVERTauhKKg","Kelli Suzuki","me: searches for ace (asexual) videos and sees a vid thumbnail of an ace family birthing kids
me: *visible confusion*",2020-07-21 18:25:44
"UgxBpHBCrLr5q7W3SUd4AaABAg","UC43ftAWdWjI_Bi-V7LR6aMw","Charlotte Mitchell","Austin is the cutest dad ever !!",2020-07-21 15:07:42
"Ugx_jqcYtGH0WhiyhGV4AaABAg","UCELXtbsZI8TTCbWhYL72AJA","Chris the custom character","Girls when they have a brother: 😍
Boys when they have a sister: Oh hell no",2020-07-21 11:27:24
"Ugxf6mbn9JprmrspAqJ4AaABAg","UC-d6Gc42LQordJk764eTJMA","nicolae cociu","GADGEAG",2020-07-21 08:16:36
"UgwoXPRYh-bv3Rvjnot4AaABAg","UCnuItC0OABKaklcQNHQWjIw","Aric Enriquez","When she was when the baby was coming out.",2020-07-21 06:03:00
"UgzmqoNJiMRO3ts0xxJ4AaABAg","UCkn1qc8HQuHCr5Avxqbtr3w","Dayana m","Congratulations ACE family",2020-07-21 05:28:47
"UgzwsRoHagVqbliJyC14AaABAg","UCfa3OUubJJku9Z40HE7m2gg","CherryPastel","AAAAAAAAAA YAY",2020-07-21 04:42:19
"Ugzf8POChUWlua8WaY14AaABAg","UCnMEpzRFAstqFOYGlFM4NRQ","ZixE","GUYS NOW WE KNOW WHERE BABIES COME OUT OF YESSSSSSSS",2020-07-21 04:13:30
