"CommentID","AuthorChannelID","AuthorDisplayName","Comment","PublishedAt"
"UgwgOiZwDG_B03hPq6x4AaABAg","UCG49s8U-cPXWwuQx8A9K0sA","Mohamed Hedi Jlif","is there a warmup to this warm up?",2021-01-15 12:30:49
"Ugwubq6dWA0jC9QdB_V4AaABAg","UCesjeVrCNJid3ABARUxzUtA","dead-indise","Trying to get in shape.
I have 5 days to lose a few inches 

Day1: 👍",2021-01-15 09:19:45
"UgwdMFmAteNora8Nsyx4AaABAg","UCesjeVrCNJid3ABARUxzUtA","dead-indise","I accidentally turned this to a hiit workout, cuz every few exercises im worn out so i need to sit down for a few minutes. And this is just the warm up!!!!

Edit:spelling",2021-01-15 09:16:38
"UgzwgGxkuZj5lAusC1R4AaABAg","UCwMCE3Br7u_Ejv0OMy1PRRg","Arub","You are great but too fast 😭",2021-01-15 05:33:55
"Ugyyjk79YxbJ09FA_od4AaABAg","UC81mKyO2XZ5z3Q0iFb4gLEw","Lupi Garcia","You guys should definitely do this it really helps with soreness",2021-01-15 01:47:51
"UgwWFLnzVc8sE1U-8_h4AaABAg","UC81mKyO2XZ5z3Q0iFb4gLEw","Lupi Garcia","Awww my female German shepherd just payed down with me while I’m doing the work out

Nvm she’s trying to take over my mat",2021-01-15 01:39:46
"Ugwn9ntR5XkyV3_ZJTZ4AaABAg","UCt4lqZVY7Tr9WUaAhpx9B7w","Hailey Morales","I love during the inch worms when my arms go up and the music goes ""Whoa!"" Like yeah I did it!! 🤣🤣",2021-01-14 22:33:12
"UgwpMo4NAdCDmIjYvTB4AaABAg","UCk-W3BE9OaxK2AeoKb7mtsQ","Марина Трегуб","Я спотела пока делала эту разминку...",2021-01-14 14:16:01
"UgwXJiaOIyk_NELLI8R4AaABAg","UCUyTGncO1N9nsAUfk1s1tjA","Samrat Ghosh","U r so cute😘 and sweet also",2021-01-14 09:56:40
"Ugx_923ueVZQ5mQSdg14AaABAg","UC33xqZRo9hq5sTJbSHCdVjw","Виктория Скоропупова","Марш
Мельница 
Руки вверх мельница
Круги руками
Гусеничка
Мельница с коленями
Приседания на ноги поочерёдно с руками в кулаке
Приседания с махами руками
Можно планочку
Ноги поднимай как змейка
Колено-локоть
Прыжки
Звёздочка",2021-01-13 23:51:26
"UgzHJQ_8kzgohoeiqwh4AaABAg","UCm0uEk-wZcael5OnANwCRiQ","Cole _","Who’s exhausted just by the warm up? Oh god I’m so unfit but Im going to see this through",2021-01-13 21:03:04
"UgxARA-_cLUaxiP9nnx4AaABAg","UCtS99yWZ63IhaSp17SLdWcg","Rob Ferguson","This gave me a hernia, thanks Chloe",2021-01-13 16:07:27
"UgwbFsXRNC9we3nH9Ol4AaABAg","UCBsbz87kExICYp51yDUuFNg","minzi","1/13 : 👊",2021-01-13 12:53:58
"UgwVQiRGpHHYWnZL_794AaABAg","UC4LsPt5EzLuXg42lTQbHIAw","sophia mead","i’ve come back from the dead and i’m gonna finish it this time",2021-01-13 10:46:15
"UgwvGMWUYG9lTbWn9Ut4AaABAg","UCxO1kNtnTxNhhN_R4z4RkIQ","DICKHUNTER딕헌터🌶","아유 웜업인데 왜이리 힘들어",2021-01-13 09:42:22
"Ugy9coCpojrPOTdZASt4AaABAg","UCIlWjJJTsrXldUDSOl1iPbw","Azalia Romero","I like doing these at my own pace so I’m not constantly pausing the video, are the workouts written down anywhere?",2021-01-12 19:33:05
"Ugy9jS0qiO0ByoJ0fbp4AaABAg","UCvKM7-nvK_1WZG9LDnBJAtg","POKEMONA","Second day, already feeling im doing it a bit better than yesterday.",2021-01-12 19:27:02
"Ugzye6MK6hZ12luHio14AaABAg","UC1wELfQHu8TP-Wqo6p8pv0A","Saniya Tamang","Please make one exercise video through which we can loose our every fats of our body for teenagers please it's my request for you",2021-01-12 14:14:45
"UgxdxmBuaAK-AqQfd6d4AaABAg","UCBsbz87kExICYp51yDUuFNg","minzi","1/12 : 👊",2021-01-12 12:34:59
"Ugwp4QaqClHKTn_DVAJ4AaABAg","UCx179F8EY5C4J4xzBnW_61w","Justarts","Who else did this for online PE class
👇",2021-01-12 11:44:00
"UgxbxieTkqbJwNo_BZx4AaABAg","UCkwtJyY8laUdJApmASPrP2w","Un Named","Sooooooooo hard",2021-01-12 11:01:52
"UgwDyDIDmHfy5KN6fzt4AaABAg","UCmNEg3zdPXJrDwdjrpDz8eA","BENCHENINE Nour El Imene","thnak you so match for the the amazing workouts  <3 please would you do more no jumping no equipement hit workouts
<3 <3 <3",2021-01-12 10:29:19
"Ugwms1jmQ7DzjdZNbNt4AaABAg","UC6H_1y92-7qRNXQX_NfgN9g","Seahtala Ramil","Excited of this work out journey 💖",2021-01-12 07:31:10
"Ugyi7x3dUMMj5jsbacF4AaABAg","UC-OIouUzKh-WEWG-85Erljg","khadijah badmos","I’m starting your 2 week shred workout and this was the warm up I’m supposed to do I’ll work hard and I hope I get to see results like other people 👏🏻❤️",2021-01-12 07:17:45
"UgwJqGXaUUbUI2taCp14AaABAg","UCaol2drcK2LwGULxnSkZMkQ","Makayla","day 5💞",2021-01-11 22:08:42
"UgytTce6cOhnCPgl7Bt4AaABAg","UCfM61r5TKU9F7Pw_wCvY2rw","Hisoka Is shy","Day eight ✨ 💙 💖 💛",2021-01-11 21:47:06
"UgwAQw7mOVg_9aoNGyh4AaABAg","UCB6ARHV2WHNTVB2JXyH7abw","Mia Genovia","These are just for warm up?",2021-01-11 16:11:12
"Ugwjc9ZIsRFcfjMGMKp4AaABAg","UCBsbz87kExICYp51yDUuFNg","minzi","1/11 : 👊",2021-01-11 12:25:41
"UgzxIh44bu941wZjuW14AaABAg","UCX95-dYs9OcrYR1u8hHHftA","Lilymay mc","Stop being lazy and get on with it",2021-01-10 17:18:19
"UgyelawA1kaZWN-4vL54AaABAg","UC5jlGdUiD2V237TWWtkir7w","Andleeb Iqbal","THIS for me, is an entire workout!",2021-01-10 11:49:58
"Ugz2rgU2kQgikvDQ_lN4AaABAg","UCIDNsewY4dsvDUU4Xo0eaow","Anela Kaya","Congrats on being part of Mr. Beast’s YouTube rewind 2020!",2021-01-10 03:49:41
"UgwMNahFmfMJsA08btR4AaABAg","UCk5suboWb4TrsUHmZPYzHUw","Me Sarika","She is osum 😘😘
and 
I get tried doing that😭😭",2021-01-10 02:54:27
"UgwupLQ8-UozEY3HQ594AaABAg","UCRDlgzmNv6S0cEtdC5oxCSA","Shlok Singh","Thank you so much!",2021-01-10 01:42:15
"UgzP62FP7crtLM2NXOB4AaABAg","UCBNjzMq05Ac6W3YQYr6iOeA","Jimin's Jams","t-this was the warmup? 😀",2021-01-09 23:35:31
"UgwoZsJNXLee5bwtMct4AaABAg","UCdAqcIkSWENRTW2hzUZQEVA","Aquiza","Im grateful that I accidentally came across your content i feel good vibes from you eventho im new here, thank you ! Also i wanna know if anyone knows where she got those workout clothes from",2021-01-09 22:00:29
"UgwSsuCL_SCHTsBP3Ox4AaABAg","UCfM61r5TKU9F7Pw_wCvY2rw","Hisoka Is shy","Day six , im happy I've made it this far 💖💖💫",2021-01-09 21:06:43
"UgxNruPny_GOV_g37KR4AaABAg","UC8PMYxS0oL2zVXdl5mxvgyg","Aya Ahmed","Day one✔",2021-01-09 17:27:38
"Ugyk1L9A4erPrEYdXyh4AaABAg","UCCElG30YsB40SZwvrfn-uAg","jada payton","This is so hard to do during the day for me bc my grandma and grandpa mom all decide to come ask me do do stuff with them or they come out of their rooms as I start and they are the reason I’m doing it so I’m embarrassed to do it infront of them and I hate doing it at night bc my grandma stays up all night",2021-01-09 14:41:05
"UgwunY6QCEQzMeBqvwh4AaABAg","UCS07hIZHAG_zFas3JegrNIg","Alexandra Vranou","me: *does the low lunges*
my back: let me sing you the song of my people *snap, crack, pop*",2021-01-09 10:18:28
"UgwypkeiuwAhG-ckdzZ4AaABAg","UCOVg_fp-ll3yHJa264wqsQw","Kai Dawkins","3rd Lockdown and I’m back here already 😂",2021-01-09 01:03:50
"Ugy14K3mI4bRCyHToeN4AaABAg","UCGBwEokBvEoKB5qhq5RdNTA","BigHit Lyric","I'm starting this again after months of not doing it. I have no heat in the winter and no air conditioning in the summer so doing this is best in fall or spring ...I hate this ggufufuduuff I am Soo out of breath aaahhhh
Please send love and support and encouragement to do this every day even if it's cold jcjifiif",2021-01-08 23:51:59
"Ugw0cgTRrDH1gbpmesh4AaABAg","UCfM61r5TKU9F7Pw_wCvY2rw","Hisoka Is shy","Day five!!!!🥰🥰🤪🤑🤑😌💯💯💯💖",2021-01-08 21:46:01
"UgzAOuNbYDChHrUtKPJ4AaABAg","UCMwujpdSR7MWenchydeXi_w","Clara Herm","8.1.2021",2021-01-08 21:26:53
"UgxoyjAozk98EbNqHJp4AaABAg","UC91a3Bh_Pm0G4wYbP5CLINw","аманда лол","странно, что я не умерла после нее :(0) :)",2021-01-08 16:44:42
"UgxAvurRc5M4Vzi4Y714AaABAg","UCSy6jcsxAIrOqKMVLqKZqRg","Nicole Miller","Does it matter in what order you do the videos? If I do the HIIT workouts first, I don't typically feel like doing the others but it always seems like those are listed first. Is there a reason for doing those first before the slower, focused videos?",2021-01-08 15:06:48
"UgwlZWgOQXOzyeJhM_R4AaABAg","UCG0dQG8mB3gJobUWJ5WP4qw","Umer S","Yoo that girl is thek",2021-01-08 12:44:09
"UgwZrfwxw5k7qU2Q9gN4AaABAg","UC8Lv8pohwuIMQs-QWMPU0_Q","ifeellikegroovin'","Don't mind me, just being accountable for my 4 week plan ✌️

Day 1: ✔️
Day 2: ✔️
Day 3: ✔️
Day 4: Rest Day complete ✔️
Day 5: ✔️ (with the help of my little niece :) )
Day 6: ✔️ (my 8 y/o niece has decided she wants to join me with my challenge, shout-out to her lmao)
Day 7: Rest Day complete ✔️
Day 8: ✔️",2021-01-08 05:06:10
"Ugx2J-sPAR0Bu3dNVKB4AaABAg","UCXaXuMutL6BEhytrEemZvpA","Ro","nice ting chloe ting",2021-01-07 11:44:07
"Ugw2ycjfYh8ECRaKt_h4AaABAg","UCB3mT5eFkOkzLLp9OSp12_w","TastedGlory","Chloe: if you're not warm enough..
Me: I'm warm",2021-01-07 07:21:48
"UgzHrEXxxEa0yo28hZV4AaABAg","UC20HLAvNd61Y8BsYWkWmB2A","AAYISHA NASREEN","hlo chloe... i love your exercises... i am doing this warmup before my exercise and your warmup and exercises are really effective ....thankyou chloe",2021-01-07 04:45:53
"UgyssRgZ4VplrbZuME14AaABAg","UCXW52ydv8DAXcGRlXfOcEtA","Katelyn","im literally out of breath and its the warm up bruh. I'm not even fat either",2021-01-06 23:19:45
"UgyPSs5MFBz4zgnOwzR4AaABAg","UCfM61r5TKU9F7Pw_wCvY2rw","Hisoka Is shy","When she said that's the last work ok guys I said "" that's it?!""
🤭🤭🤭",2021-01-06 21:33:42
"Ugxg7BZfhgaaOJUGSxJ4AaABAg","UCfM61r5TKU9F7Pw_wCvY2rw","Hisoka Is shy","Ok day three , feeling better and more modivated😄😄😄🥳💖💖💫💫👁👅👁",2021-01-06 21:22:10
"Ugwiwcn6dHi6YJoEMJl4AaABAg","UCuWb0oAP6ZZG7T7__cf52SQ","Wiktoria Markwitz","I just started a 2 Weeks Shred Challange, and I'm afraid of the next videos with exercises. haha",2021-01-06 18:26:37
"UgyOJodKZTYwEc8Lkb54AaABAg","UCcMcYdteEJ5dXcLhO6s4Wfg","Bhavya Shree","just explain me how
this video was a part of summer shred 
before the workout : 59.89 kg
after the workout : 58.44kg
just how!!!?????
I will do this everyday 
motivate me pls 
and i motivate you 
go for it !!!",2021-01-06 12:39:07
"UgxF2ZOH7Jss-CDPIZB4AaABAg","UCgM49tLpZwsmvpr4HwQCqOw","sooz","운동전에 죽지만 않으면 다행..",2021-01-06 09:23:41
"UgwvVcO7JlYhjdYw_KJ4AaABAg","UCFGAaj_vyyk-x0JljGuUGkQ","Treinador Adriano da Autodidatas Academy","every day!",2021-01-06 08:36:28
"UgwCak0Kh8wcgev71Hh4AaABAg","UCYCRj_cymMhPpPf1z9wE87A","Ipsheeta Jena","I am late to this, but now I am here, I just started, and there is one question: what workout routine are we doing after this (this feels like a workout, I am so ashamed of myself 😫 ) please send me a link Chloe, thank you so much for these videos 🙏🙏🙏",2021-01-06 07:39:08
"UgxH6TB6yQr52W2wo-V4AaABAg","UCYCRj_cymMhPpPf1z9wE87A","Ipsheeta Jena","I am late to this, but now I am here, I just started, and there is one question: what workout routine are we doing after this (this feels like a workout, I am so ashamed of myself 😫 ) please send me a link Chloe, thank you so much for these videos 🙏🙏🙏",2021-01-06 07:39:07
"UgwAUmvj2Majy_NHtbt4AaABAg","UCGB4TVokNoySo3eFI9UJvzg","Ariba Naseem","And this is just for a warm up😭😭",2021-01-06 06:32:43
"UgyxRSHTVDJWRVg3rqx4AaABAg","UCcTmmvKNKOFESuEE_8yEKcQ","joanne paskalie","even the warm up killed me...",2021-01-06 05:33:35
"Ugwz0RivzgfdnYJIHxB4AaABAg","UCDwhcIj-ly1NzmrWeopmpBA","Constanza Rojas","Here I go!",2021-01-05 22:14:12
"UgwKT09Sae5-XYJv-KB4AaABAg","UCfM61r5TKU9F7Pw_wCvY2rw","Hisoka Is shy","Guys its day two for me and the I am OUTSTANDINGLY SUPRIZED on the first day I could barley do it but today I breezed through the warmup like it was nothing Chloe was right we do get stronger as the days pass",2021-01-05 22:05:19
"UgytRDbcu5OcLgN6Mc54AaABAg","UC5yOJRIL93UD05XnttUrPBQ","Demetrius Kent","""woo""",2021-01-05 18:19:54
"UgyVNjmgum_z54982CV4AaABAg","UCnQrhUX9d799jw58Wy2GA0Q","o t a k u x b t s '","anyone else struggled with the warm up video b4 getting into the actual work out ? ​😭​",2021-01-05 17:03:57
"UgzvDXZuGknAcVaE30x4AaABAg","UCkdo_qwEo83jO0DX88zsPvA","funky the flexable's gaming!","i am doing her 30 day lean thigh challenge and i am doing this to keep motivated 
day 1 - ✔️
day 2 - 
day 3 -
day 4 -
day 5 - 
day 6 -
day 7 -
day 8 - 
day 9 - 
day 10 - 
day 11 - 
day 12 - 
day 13 - 
day 14 - 
day 15 - 
half way there yay!!!
day 16 - 
day 17 - 
day 18 - 
day 19 - 
day 20 - 
day 21 - 
day 22 - 
day 23 - 
day 24 - 
day 25 - 
five days left!!!
day 26 - 
day 27 - 
day 28 - 
day 29 - 
yay last day
day 30 - 
🎉🎉🎉🎉🎉",2021-01-05 13:50:42
"UgykQw7eiW9qQ8Gvxt54AaABAg","UC7tasy8uCIqIqTd-ClAa2Mw","Emilia Castelli","I'm going to try doing this challege again hoping I won't die this time haha, love you Chloe",2021-01-05 13:46:16
"Ugw3S92YEAeKRXjqL_14AaABAg","UCTKwrkmy-au1T1wx5m6dkBQ","dumb elephant","day 4!!!",2021-01-05 07:21:51
"UgxAXSRRNWQZkBS4sEh4AaABAg","UCPkFpATJ0MP2k10EVR-iy7w","Slawa K.","Чё не могли и правую сторону цеха покрасить??!:))",2021-01-04 22:08:27
"UgwFtwpIbPNmdTHDVp14AaABAg","UCspMDv72xKN9_-pwgsEqWWw","Kami Bucholz","-Day two and the warm up is not getting any easier.
-Day three and it is starting to get a little better.
-Day four was a sort of active rest day for me
-Day five I had to do the workout way later than normal because of a late put off dinner so I started at 9:00 pm It is easier to move and my mood is starting to improve!",2021-01-04 20:32:43
"UgxEQJtBrBjksPDZXOp4AaABAg","UC_zHG9SOAQr5fpB87f0ClrQ","PotterheadsForever","Day 8 and I can finally do the whole warm up without stopping",2021-01-04 19:31:49
"UgysXUBBKSJm7foh8Bt4AaABAg","UCr53s4mADdfub25tFjUaN4w","Ebru Sarıkaya","day 1 completed
day 2 completed
day 3 completed",2021-01-04 17:11:06
"Ugzc8A_SWJCMCetf7E54AaABAg","UC6lTfvOXXxkTckNNKgms2Jw","Vanah S","Thank you so much im already sweating 😬off to do my fupa challenge now",2021-01-04 16:25:27
"UgyMstI3FcZVekacNal4AaABAg","UC_EynqO5oJAhC4Maweq9oCA","CottonCandy","Adding one day after I do the workout to keep me motivated:
Day 1: Done (I took a lot of breaks and it was hard but I did it, my favorite was the legs one and after the stretch video I am feeling much better)
Day 2: Done",2021-01-04 16:15:12
"UgwG4T3bnrZRenvPjst4AaABAg","UCy2tzA0v7WirjAF6slA-Qrw","Maryam Siddique","Day 1: ✔",2021-01-04 11:56:24
"UgwcwzG29iCSpFXYerx4AaABAg","UCVSzQniQmndChhK4Dw4R6mA","hanna paulsen","just the warm up got me heaving",2021-01-04 09:22:30
"Ugyhw_-Pethzwzk0Tex4AaABAg","UCp_jki7tr3uyyZXS1n79i7Q","keishaa","I did this 
Chloe: now that is our warm up
Me: w-what excuzme me",2021-01-04 08:11:58
"Ugw99KU5Wu33OLeSoW94AaABAg","UCW8XBZz46E6RX_t7tlMLbnA","Лиза Репина","Let's go! Who with me?
1 ✅
2 ❌
3 ✅
4
5 ✅
6
7
8 ✅
9
10
11
12 ✅
13
14
15",2021-01-04 07:20:29
"Ugwr1xaa3NwLCKZP76J4AaABAg","UCuqqoPD3XBbw28U3aoNDKQA","Rida Hirmileni","how many calories are wasted on this workout?",2021-01-04 06:24:29
"UgxC3LE6brxn3MFexJB4AaABAg","UCsOcxLwuI-ksgJ1pP89RHvw","C P","She reminds me a little bit of Padme Armidala...or Rey ☺",2021-01-04 05:35:51
"UgxLpc8MJtxQjw7KZuF4AaABAg","UC1XgOja3YDWrsH0OkOgSEPw","Sowmya Rengarajan","Okay so things I had been doing as workouts are actually warm up exercises. Nice.",2021-01-04 02:57:52
"Ugz8QsMTjHkAUa81z554AaABAg","UCQ3QnH_Z3pmgRHzCN1z52mw","Rainy Day","If you are hear and about to start your workout, here is a daily reminder to BREATHE!!
It much more difficult then you think...",2021-01-04 00:31:07
"UgyUq73CRPvtH8VokYR4AaABAg","UCwzvql1N9dGalA9FHD4SCYg","Bee","You know it's bad when the warm up has you sweating and out of breath",2021-01-03 18:57:54
"Ugw3RcNDD2ojmuDS8gZ4AaABAg","UCzLwMBwYdqqYZ4_ovay1Hig","Madina Abdusalamova","я умерла в прямом смысле🗿",2021-01-03 17:01:30
"UgzT5AEKqh_v8-cHKiF4AaABAg","UCc-JwJ9qbQLDrLnMl91J3qw","Sughra Bi","This has really helped me prepare for my 20 mins excercise.",2021-01-03 16:44:35
"UgzblgkuOzp8rTGmAn54AaABAg","UCwRLOWeuVB9FrrhNmElqtAQ","evelienemiene","Hope that you will achieve 20 million subscribers ❤️",2021-01-03 15:53:49
"UgxSIq8zyaC22RDv5-B4AaABAg","UCfU-7GNG8ITkmk68K0WCJ0g","Samantha Parker","Started doing this in the morning before I do my work out. Though when I am sore - this is kind is of hard 😅 (I didnt get enough sleep - that's why I am sore.)",2021-01-03 15:13:53
"Ugyrkd5iTRShdPgWvc94AaABAg","UC8NfHhath6dwSSSnEYrisog","StxrryNightx","I literally just ate a burger and milkshake for lunch an hour ago but its not too late. Im gonna start working out right now!
Edit- I did the warm up now onto the next exercises",2021-01-03 14:11:05
"UgxfFLux65qjC7E-pp54AaABAg","UCOmCv2VopzVk2kSSOlwsL0Q","Madeline Rivera","Make an App!!!",2021-01-02 23:45:42
"UgyIaLcGDGW1EwXqaNp4AaABAg","UClnXhAGgk-oNdpRpSzextng","Tepuea Solomon","I’m already dead and this was just the warmup😭 I’m scared",2021-01-02 18:27:50
"Ugw1fatSuLSSwV5IlvN4AaABAg","UCT69SDu56ufy0ievwQg1htQ","kei","chloe's comment section is always so cute 🥺❤ we got this!!",2021-01-02 16:23:20
"UgwOS7qnhJ0D3bwrVWJ4AaABAg","UCYncqUufMliyqVCHQW4bbCg","MD","aga ısınma buysa devamını düşünemiyorummm",2021-01-02 12:37:16
"UgzPzPA97aV-CIydI6t4AaABAg","UC4b_Tm65-YkmygLV6Xlc-dA","Phoebe Heller","Me when in wanna work out
My family: give us attention",2021-01-02 10:32:25
"Ugx1knDVTplzKG73GRJ4AaABAg","UC0I-hViIJAJjK-fk7EkTUyA","Urvi Mangaonkar","the background music gives me cute anime vibes",2021-01-02 07:01:33
"UgyA4BGnv2yrWbw8RxB4AaABAg","UCCoH9jqpMyIsun6NcAI7qKQ","Melba Monias","Omg I’m unfit and I an hour ago, I wanted to start the new year with me trying to get my dream body so I do this warm up and OHMYGOSHH my legs are killing me and they feel soooo weak. I feel like puking and using the washroom 😂😂😂 I’m taking so much breaks and long ones. But IM GOING TO KEEP GOING!! 😊",2021-01-02 00:47:07
"UgzX_mKaDlr0Gw-ddSJ4AaABAg","UCdaKFO_rIHtV0iu6FcnYw2w","Sirium Borang","guys if u here to see if its work, yes it works! My body doesn’t feel sore everywhere like before:)",2021-01-01 20:35:53
"UgyJccdEh65e13zyBL54AaABAg","UCfQUzxB0RCDLHmFuk0x-Vpw","Alvi Khan","Looking beautiful",2021-01-01 16:32:18
"Ugx50iKTfM4OnzR2CG14AaABAg","UCebPz_aRS_VvzJpkwZpl8RQ","Jacklin","This warm up is literally my work out for the day. Out of breath lol",2021-01-01 16:01:23
"Ugw68anQXzbJtd2YYTJ4AaABAg","UCSsfOHLHa1rbasb8Gzao2UA","cut g Senpai","Don't worry traveler we are also here for the same reason.🌝🌝🌝",2021-01-01 14:57:05
"Ugxsuiw3XzRhwvx9XCR4AaABAg","UCjhvi-gnVCf7lyqmltz3FEQ","Спорт К","разминка 34 калл",2021-01-01 12:30:08
"Ugz11j4hHuNePnPgGIh4AaABAg","UCPA1dWCYBHBFhPIqbMh_wrw","Luisa Licudine","Day 1... cheer me up HAHAHAHAHA",2021-01-01 10:37:56
"UgyiB8x3xVsqnTZxOhZ4AaABAg","UCLtmqUPwNTU26EGCgkzYZuQ","Sayo San","Me out of breath during warmup* this is not going well",2021-01-01 08:45:05
"Ugyi8UNtBIeZTpxeKIZ4AaABAg","UC1_jrT_OLpK1SDQuMr6bSuQ","Rsb Vlog","Great One Thank You For Sharing God Bless Happy New Year",2021-01-01 04:38:12
"UgxwVJCm9vab_gUymyV4AaABAg","UC0-1SYWU6qdbGnI6vAPaXFQ","rrrainrain","who's here on January 1 2021? 😂💀",2021-01-01 04:19:33
"Ugwhkgyr0MI1eCUwC4l4AaABAg","UCMK76dXQiCJhakAMkTGRObg","Rhona Mae Taccad","here after holidays",2021-01-01 01:49:58
"UgzKiXTbU9pO3U6SPul4AaABAg","UCi22UEycV5dwzAAaMhYICTQ","ahmed Ali","Oh my gosh I had been doing these as mean of weight loss exercise and  she says it's just a warm up 🤪",2020-12-31 23:24:40
"UgybgBxZpMCcpMaF3314AaABAg","UC02ttTeOFnaONngJ6SUcx2w","Fardowa Noor","my bones be cracking SO HARD and im like ow..",2020-12-31 15:48:53
"Ugw5sO4SLXetxXNmh1d4AaABAg","UC4z2e042Dx_WLCNg8ttomhA","Gnesiz BadSugar","Hagamos esto pues.",2020-12-31 15:37:47
"UgxUOfLikZyFyXsKAGt4AaABAg","UCSvTIbMj9pYqtIVG1r1uqSA","raja lasya","I don't know where to start....i always overthink on which exercise to do....but now i am starting this from tomorrow as i couldn't directly jump into intense workouts coz i didn't follow any kind of exercise routine till now....the only thing i did was walking and that too not consistently...this time i am gonna start with this and i saved a program of her exercise routine so going to continue with that✊",2020-12-31 09:57:58
"UgwzQC_gh0b7S418tvB4AaABAg","UCwvNN_wmHnINT2WA-ngG29A","Rauqah Ipin","I workout while wearing spec to see this video.... And it's so hard when I sweating my spec always fly 🤣🤣",2020-12-31 03:24:04
"UgwtmFqCixw_ehQT9GF4AaABAg","UCWZccvE9ZJHvoEP_mUMwzPg","Ariana Azofre","guys my stomach feel off",2020-12-31 01:56:54
"Ugx-GOvMRMf8M8Fx6N94AaABAg","UCjy9k0cYvQ8pBV9uunALBrw","Grace Donnelly","I thought that it said ""chaos jacks"" and I got very excited lol",2020-12-30 23:23:29
"UgyF3jyLG3hiNZYbvap4AaABAg","UCM4NcKx4M3ybT4MmfvWtVRw","3STELLE","i’m literally so tired at 48%",2020-12-30 21:08:15
"UgyWUviG5Vce8le_sel4AaABAg","UCvvZsaCLe7rrbQTEfGzzNQw","laylo tamara","i did this when it came out but as soon as i got my period i stopped working out and i ate fast food again. BUT im starting it again becase last time i lost 5kg and i was  really loosing weight.",2020-12-30 19:21:37
"UgwBAND677WzX81DGyF4AaABAg","UCMaUKTwQT93JIaXhe7N5Z3Q","zeazis","chloe's warm up routine is  all my workout",2020-12-30 14:55:53
"UgwZvXrg41RHnMiA2Il4AaABAg","UCsoSFr6qdSY6oy1pCUtuYGw","Aya Dawood","i feel like quitting and i didnt even start 😂😂",2020-12-30 11:53:04
"Ugx41e8fP8YlymiQYCh4AaABAg","UCiBEmF47CGCtlGqbZnGK5Mg","Jess PHAN","One of the best workout routine ! Timer, counting and presentation of the next move are very convenient. Thank you for the video !",2020-12-30 11:06:43
"UgzSlNpWmazOA0xvhV94AaABAg","UCZuU7hjFQV73sR6-Ejy3JjQ","Jade Palaran","Me who's already tired even if i'm not working out yet",2020-12-30 02:42:29
"UgzmIUtB8iY2C2JJrrF4AaABAg","UCA6myZQnNsyqWZCA_uLpojQ","Some American","Who came from Gary the axolotl",2020-12-30 00:25:12
"Ugy2JmYr8UTv4T8SWq94AaABAg","UCGxIXt098qhFa0UydYjZE2A","Saba Rehmaan","Can I skip optional workouts after starting this shred program n get results..?🙆‍♀️",2020-12-29 20:05:28
"Ugz5ax1ti_Ic3TFiyMJ4AaABAg","UCd5dlch3qYx0mOpPGzCHnOg","zuzanna bebe","i love how this is a warm up and im already tired",2020-12-29 18:25:15
"UgzBr126SQMpGqE49_R4AaABAg","UCqp4pwShhFvWs5y8kEJReoA","Francisca Hope","Wow that was fun",2020-12-29 17:24:26
"UgyXj5RLJj-a7l2xHol4AaABAg","UCol-90wRSSnZ9fVv5pMimOw","امجاد سعيد .","💙💙💙💙💙💙💙💙💙💙💙💙",2020-12-29 13:32:47
"UgzaqPHWr8As8nNsdSx4AaABAg","UCJ_rSDFu_denuRrwKBgDf4A","Eduarda Campos","cade os brasileiros que vieram aqui ver o treino por causa da quarentena",2020-12-29 13:07:45
"Ugwuj-dWGD-qHkewBjl4AaABAg","UCb-Ti04Dy2uJJK6FFZV3URg","ijeoma","is it just me that looks at how cute she is?",2020-12-29 11:10:20
"UgzBBPZJqzPaFzmD9n94AaABAg","UCg9L7AU2of7TfJN5gsULvOg","Karo Dooms","not mcdonalds emailing me i-",2020-12-29 09:05:43
"UgyTRG12lsAlT_fswAp4AaABAg","UCr6JmBJ3YSwEaGmB_lJPJGQ","Hoàng Quyên","Please tell me it take me 100kcal 😂😂",2020-12-29 00:23:12
"UgyHduDz3S44pMt5hSR4AaABAg","UCMghz9_gaARdxMCwY9b7OdQ","Daisy Me","I'm so proud of myself :´) I DID IT and I'm still breathing ofc",2020-12-28 21:49:16
"UgzL749uusvDu0CYahN4AaABAg","UCvUcoyu7sgKMRPp0XWW9pNQ","BoxingVoxing","love it",2020-12-28 13:03:10
"UgyAMsrQ9Huqohas7jN4AaABAg","UC2u8al9-rXwOzDBdEjXdQBw","Ashlee","My Progress 
Day 1:✅ I was about to give up but didn’t
Day 2:✅ Christmas Eve! Was hard but was easier
Day 3:✅ Christmas! Rest day I switch day 3 and 4 
Day:4✅ Was hard because I had a rest day",2020-12-27 22:35:59
"UgzIevoqT07gIhZvN7N4AaABAg","UCoHIAhM63Fz5AEbhX1qt1vA","Makayla Newkirk","I love the community here, such good vibes 😊",2020-12-27 21:16:36
